"ar","lengd","sum_fjoldi","cum","max(cum)","per_length","per"
1985,10,387.160401443794,387.160401443794,201435.959744355,0.00192200241672413,0.00192200241672413
1985,11,920.885306333286,1308.04570777708,201435.959744355,0.00457160333985051,0.00649360575657463
1985,12,1671.76854285303,2979.81425063011,201435.959744355,0.0082992557285933,0.0147928614851679
1985,13,2192.40253216697,5172.21678279707,201435.959744355,0.0108838686744381,0.0256767301596061
1985,14,2599.99334314165,7772.21012593872,201435.959744355,0.012907294936025,0.0385840250956311
1985,15,2542.31834821162,10314.5284741503,201435.959744355,0.0126209756760318,0.0512050007716628
1985,16,2418.59322295921,12733.1216971095,201435.959744355,0.0120067599947332,0.063211760766396
1985,17,2424.08362706008,15157.2053241696,201435.959744355,0.012034016320306,0.0752457770867021
1985,18,2328.58105160663,17485.7863757762,201435.959744355,0.0115599074493048,0.0868056845360069
1985,19,2208.70450855203,19694.4908843283,201435.959744355,0.0109647975036589,0.0977704820396657
1985,20,2091.61666656124,21786.1075508895,201435.959744355,0.0103835316654272,0.108154013705093
1985,21,1845.10831853451,23631.215869424,201435.959744355,0.00915977624291194,0.117313789948005
1985,22,1737.34370870135,25368.5595781254,201435.959744355,0.00862479425672676,0.125938584204732
1985,23,1581.57149219273,26950.1310703181,201435.959744355,0.00785148537629492,0.133790069581027
1985,24,2505.7477748408,29455.8788451589,201435.959744355,0.0124394262971759,0.146229495878202
1985,25,3819.50227457168,33275.3811197306,201435.959744355,0.0189613725345716,0.165190868412774
1985,26,4700.11157603719,37975.4926957678,201435.959744355,0.0233330314110855,0.18852389982386
1985,27,5804.97926423457,43780.4719600024,201435.959744355,0.0288179889608675,0.217341888784727
1985,28,7157.81870457172,50938.2906645741,201435.959744355,0.0355339667934951,0.252875855578222
1985,29,7765.43368698106,58703.7243515551,201435.959744355,0.038550384434022,0.291426240012244
1985,30,8854.54817793784,67558.272529493,201435.959744355,0.0439571374901247,0.335383377502369
1985,31,9123.01572616941,76681.2882556624,201435.959744355,0.045289906220059,0.380673283722428
1985,32,10235.6543627731,86916.9426184355,201435.959744355,0.0508134415313099,0.431486725253738
1985,33,9465.0024262711,96381.9450447066,201435.959744355,0.046987650260079,0.478474375513817
1985,34,11010.8345699395,107392.779614646,201435.959744355,0.0546617127543342,0.533136088268151
1985,35,11096.5551255521,118489.334740198,201435.959744355,0.0550872601874804,0.588223348455632
1985,36,12480.2027139072,130969.537454105,201435.959744355,0.061956180662807,0.650179529118438
1985,37,13310.860642164,144280.398096269,201435.959744355,0.0660798630942407,0.716259392212679
1985,38,11225.5198364036,155505.917932673,201435.959744355,0.0557274870417877,0.771986879254467
1985,39,10539.4383087799,166045.356241453,201435.959744355,0.0523215334648077,0.824308412719275
1985,40,8854.83577613863,174900.192017592,201435.959744355,0.043958565230242,0.868266977949517
1985,41,6906.8150260328,181807.007043624,201435.959744355,0.0342878949458594,0.902554872895376
1985,42,6002.40775408271,187809.414797707,201435.959744355,0.0297980944499703,0.932352967345346
1985,43,3338.47950103565,191147.894298743,201435.959744355,0.016573403801747,0.948926371147093
1985,44,3176.10013771999,194323.994436463,201435.959744355,0.015767294686365,0.964693665833458
1985,45,2425.69484289936,196749.689279362,201435.959744355,0.0120420149708018,0.97673568080426
