"ar","lengd","sum_fjoldi","cum","max(cum)","per_length","per"
1985,10,351.315317970567,351.315317970567,170174.909806467,0.00206443663387338,0.00206443663387338
1985,11,878.481261755467,1229.79657972603,170174.909806467,0.00516222551699619,0.00722666215086956
1985,12,1615.56781353439,2845.36439326043,170174.909806467,0.00949357232139399,0.0167202344722636
1985,13,2108.15238705531,4953.51678031573,170174.909806467,0.012388150459153,0.0291083849314166
1985,14,2538.5781142001,7492.09489451584,170174.909806467,0.0149174641378516,0.0440258490692682
1985,15,2484.49314523536,9976.5880397512,170174.909806467,0.0145996442604899,0.0586254933297581
1985,16,2379.67426186456,12356.2623016158,170174.909806467,0.0139836963308567,0.0726091896606148
1985,17,2392.60779610783,14748.8700977236,170174.909806467,0.0140596977476225,0.0866688874082372
1985,18,2282.68721381625,17031.5573115398,170174.909806467,0.0134137706693206,0.100082658077558
1985,19,2122.21100924292,19153.7683207828,170174.909806467,0.012470763237991,0.112553421315549
1985,20,1942.36786150467,21096.1361822874,170174.909806467,0.0114139497045343,0.123967371020083
1985,21,1692.33852677,22788.4747090574,170174.909806467,0.00994470059478585,0.133912071614869
1985,22,1612.31072926731,24400.7854383247,170174.909806467,0.00947443269457832,0.143386504309447
1985,23,1462.12823402569,25862.9136723504,170174.909806467,0.00859191425862081,0.151978418568068
1985,24,2220.6176511101,28083.5313234605,170174.909806467,0.0130490308685077,0.165027449436576
1985,25,3294.36847371464,31377.8997971752,170174.909806467,0.0193587202570649,0.184386169693641
1985,26,3982.94655261569,35360.8463497909,170174.909806467,0.0234050163866421,0.207791186080283
1985,27,4817.67626456674,40178.5226143576,170174.909806467,0.0283101443687891,0.236101330449072
1985,28,5788.80273145011,45967.3253458077,170174.909806467,0.0340167815457255,0.270118111994797
1985,29,6309.83506950489,52277.1604153126,170174.909806467,0.0370785274790557,0.307196639473853
1985,30,7130.85851308804,59408.0189284007,170174.909806467,0.0419031132215536,0.349099752695407
1985,31,7489.73473469665,66897.7536630973,170174.909806467,0.0440119800457919,0.393111732741199
1985,32,8216.08570891304,75113.8393720103,170174.909806467,0.0482802413014755,0.441391974042674
1985,33,7658.04250533309,82771.8818773434,170174.909806467,0.0450010081629676,0.486392982205642
1985,34,8948.67811030096,91720.5599876444,170174.909806467,0.0525851790988339,0.538978161304476
